age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,exceeds50K
80, ?,30680, 7th-8th,4, Married-civ-spouse, ?, Husband, Male,0,0,35, United-States,0
21, Private,109414, Some-college,10, Never-married, Prof-specialty, Own-child, Male,0,1974,40, United-States,0
31, Private,324386, 11th,7, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
22, ?,424494, Some-college,10, Never-married, ?, Own-child, Male,0,0,25, United-States,0
31, Private,176711, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,38, United-States,0
34, Self-emp-not-inc,198664, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,15024,0,70, South,1
21, Private,164019, Some-college,10, Never-married, Farming-fishing, Own-child, Male,0,0,10, United-States,0
21, Private,540712, HS-grad,9, Never-married, Other-service, Other-relative, Male,0,1719,25, United-States,0
56, Private,73684, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Portugal,0
27, Private,405855, 9th,5, Never-married, Craft-repair, Other-relative, Male,0,0,40, Mexico,0
25, Private,255647, HS-grad,9, Married-civ-spouse, Other-service, Wife, Female,0,0,25, Mexico,0
39, Private,243485, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,45, United-States,0
52, Private,163051, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,1628,40, United-States,0
64, Self-emp-not-inc,73986, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Male,0,0,20, United-States,0
37, Self-emp-not-inc,187411, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Male,0,0,50, ?,0
32, Local-gov,114733, Bachelors,13, Divorced, Prof-specialty, Unmarried, Female,0,0,35, United-States,0
33, Private,132832, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,50, United-States,0
44, Private,150076, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,30, United-States,0
23, Private,205865, Bachelors,13, Never-married, Exec-managerial, Own-child, Male,0,0,28, United-States,0
26, Private,335533, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,20, United-States,0
42, Local-gov,209818, Bachelors,13, Divorced, Prof-specialty, Other-relative, Female,0,0,55, United-States,0
43, Private,403467, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,7688,0,40, United-States,1
49, Federal-gov,276309, Some-college,10, Divorced, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
38, Private,22245, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
33, Private,226629, Some-college,10, Married-civ-spouse, Other-service, Wife, Female,0,0,35, United-States,0
34, Private,164190, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,1902,38, United-States,1
36, Self-emp-not-inc,164526, Masters,14, Never-married, Sales, Not-in-family, Male,10520,0,45, United-States,1
22, Private,209646, Bachelors,13, Never-married, Prof-specialty, Own-child, Female,0,0,6, United-States,0
32, Private,107435, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
46, Private,166269, Some-college,10, Divorced, Sales, Unmarried, Male,0,0,50, United-States,0
24, Private,117222, HS-grad,9, Divorced, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
19, Private,37085, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,20, United-States,0
40, Private,388725, Some-college,10, Divorced, Exec-managerial, Not-in-family, Male,0,0,40, United-States,0
35, Private,167140, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,5013,0,40, United-States,0
21, Private,23813, 10th,6, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
27, Private,129624, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
49, Self-emp-not-inc,192203, 9th,5, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Canada,0
37, Private,269323, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,55, United-States,1
44, ?,177461, Some-college,10, Divorced, ?, Unmarried, Male,0,0,50, United-States,0
31, Private,104223, Bachelors,13, Never-married, Sales, Unmarried, Female,0,0,40, United-States,0
46, Self-emp-not-inc,43348, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,55, United-States,1
28, Private,54670, Assoc-acdm,12, Never-married, Sales, Not-in-family, Female,0,0,40, ?,0
53, Private,177727, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
19, Private,183258, HS-grad,9, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,0
19, Private,560804, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,30, United-States,0
58, Self-emp-not-inc,189528, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,84, United-States,0
24, Private,174138, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
39, Private,314007, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
44, Private,172479, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,7688,0,40, United-States,1
38, Private,311523, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, Iran,0
61, Private,57408, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Female,0,0,35, United-States,0
40, State-gov,174283, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,1887,50, United-States,1
49, Private,102096, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, Male,3781,0,40, United-States,0
32, Private,255885, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,43, United-States,1
51, Private,138852, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,0
39, Self-emp-inc,167482, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,50, United-States,1
34, Private,274577, HS-grad,9, Divorced, Adm-clerical, Unmarried, Female,0,0,40, United-States,0
19, Private,165505, Some-college,10, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
63, Private,96299, HS-grad,9, Divorced, Transport-moving, Unmarried, Male,0,0,45, United-States,1
21, Private,51047, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Female,0,0,25, United-States,0
50, Private,145409, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,40, United-States,1
29, Federal-gov,33315, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, Female,0,0,40, United-States,0
25, Self-emp-not-inc,191803, Assoc-acdm,12, Never-married, Sales, Not-in-family, Male,0,0,50, United-States,0
25, Private,154941, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
38, Private,34378, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,55, United-States,0
26, Private,247196, Some-college,10, Never-married, Handlers-cleaners, Own-child, Male,0,0,35, United-States,0
37, ?,223732, Some-college,10, Separated, ?, Unmarried, Male,0,0,40, United-States,0
58, Private,147098, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,15024,0,60, United-States,1
45, Federal-gov,311671, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Male,3908,0,40, United-States,0
66, State-gov,71075, Some-college,10, Divorced, Exec-managerial, Not-in-family, Female,0,0,55, United-States,0
27, Local-gov,172091, HS-grad,9, Never-married, Craft-repair, Unmarried, Male,0,0,40, United-States,0
29, Self-emp-not-inc,29616, HS-grad,9, Never-married, Farming-fishing, Own-child, Male,0,0,65, United-States,0
36, Private,228652, Some-college,10, Divorced, Machine-op-inspct, Own-child, Male,0,0,40, Mexico,0
41, Private,155657, 11th,7, Never-married, Handlers-cleaners, Other-relative, Female,0,0,40, United-States,0
59, ?,199033, 9th,5, Married-civ-spouse, ?, Wife, Female,0,0,32, United-States,0
22, Private,157332, Some-college,10, Never-married, Prof-specialty, Own-child, Female,0,0,40, United-States,0
45, Local-gov,192684, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,38, United-States,0
28, Private,160510, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,50, United-States,1
25, Private,274228, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Male,0,0,84, United-States,0
73, Private,159007, Bachelors,13, Divorced, Farming-fishing, Other-relative, Female,0,0,12, United-States,0
55, Private,134120, 10th,6, Married-civ-spouse, Craft-repair, Husband, Male,99999,0,40, United-States,1
42, Private,185267, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,32, United-States,0
18, Private,446839, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,30, United-States,0
20, Private,267945, Some-college,10, Never-married, Sales, Own-child, Female,0,0,15, United-States,0
46, Private,148995, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
35, Private,282951, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,70, United-States,0
45, Private,205100, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,60, United-States,1
23, ?,194031, Some-college,10, Never-married, ?, Not-in-family, Female,0,0,25, United-States,0
32, Private,209317, HS-grad,9, Separated, Exec-managerial, Not-in-family, Male,0,0,40, ?,0
53, Private,126977, HS-grad,9, Separated, Craft-repair, Not-in-family, Male,0,0,35, United-States,0
18, Private,159561, 11th,7, Never-married, Transport-moving, Own-child, Male,0,0,20, United-States,0
26, Private,120238, Bachelors,13, Never-married, Craft-repair, Not-in-family, Male,3325,0,40, United-States,0
25, Private,135568, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Male,0,0,40, United-States,0
51, Local-gov,203334, Doctorate,16, Divorced, Exec-managerial, Not-in-family, Female,0,0,45, United-States,1
52, Self-emp-not-inc,284648, HS-grad,9, Divorced, Exec-managerial, Unmarried, Female,0,0,99, United-States,1
46, Private,239439, HS-grad,9, Separated, Machine-op-inspct, Own-child, Female,0,0,40, United-States,0
37, Private,264700, HS-grad,9, Married-civ-spouse, Tech-support, Wife, Female,0,0,35, United-States,0
44, Private,304530, Some-college,10, Divorced, Craft-repair, Not-in-family, Male,0,0,55, United-States,0
27, Private,38918, HS-grad,9, Never-married, Transport-moving, Not-in-family, Male,0,1876,75, United-States,0
51, Private,138251, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,60, United-States,0
19, Private,126501, 11th,7, Never-married, Adm-clerical, Own-child, Female,0,0,15, South,0
27, Self-emp-not-inc,151402, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Male,0,1573,70, United-States,0
56, Private,146391, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,40, Ireland,0
58, Private,147707, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Male,15024,0,60, United-States,1
61, Private,87300, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,40, United-States,0
21, Private,231931, Some-college,10, Never-married, Sales, Own-child, Male,0,0,45, United-States,0
48, Local-gov,24366, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
50, Private,187830, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Male,0,0,50, United-States,1
42, Private,118686, Some-college,10, Divorced, Prof-specialty, Unmarried, Female,0,0,20, United-States,0
46, Local-gov,441542, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
49, ?,261059, 10th,6, Separated, ?, Own-child, Male,2176,0,40, United-States,0
33, Self-emp-not-inc,192256, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,0
39, Private,190466, HS-grad,9, Divorced, Craft-repair, Own-child, Male,2174,0,40, United-States,0
33, Private,201122, HS-grad,9, Separated, Tech-support, Not-in-family, Male,0,0,40, United-States,0
22, ?,204935, HS-grad,9, Never-married, ?, Own-child, Male,0,0,40, United-States,0
30, Private,27153, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Male,0,0,50, United-States,0
30, State-gov,127610, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, Female,0,0,40, United-States,0
66, Private,592029, HS-grad,9, Widowed, Sales, Not-in-family, Female,0,0,24, United-States,0
24, Private,125905, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
30, Private,167990, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,60, United-States,1
36, Local-gov,61299, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
64, State-gov,114650, 9th,5, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
20, Private,50397, HS-grad,9, Never-married, Adm-clerical, Own-child, Male,0,0,20, United-States,0
35, Private,144322, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, Female,0,0,50, United-States,0
31, Private,228873, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
47, Private,201865, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
60, ?,290593, Masters,14, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
49, Private,193366, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
34, Private,321709, HS-grad,9, Never-married, Other-service, Not-in-family, Female,0,0,28, United-States,0
19, Private,109928, 11th,7, Never-married, Sales, Own-child, Female,0,0,35, United-States,0
44, Private,146659, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,0
39, Private,32650, Assoc-voc,11, Never-married, Farming-fishing, Not-in-family, Male,0,0,60, United-States,0
25, Self-emp-not-inc,259299, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,3103,0,50, United-States,1
27, Private,210313, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,50, Guatemala,0
36, Private,297335, Bachelors,13, Never-married, Sales, Not-in-family, Female,0,0,50, China,0
39, Private,155603, Some-college,10, Never-married, Other-service, Own-child, Female,0,2205,40, United-States,0
43, Private,160815, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, Female,0,0,40, United-States,0
51, Private,138847, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
59, Local-gov,358747, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,55, United-States,1
45, Local-gov,167334, Masters,14, Never-married, Prof-specialty, Not-in-family, Male,0,0,50, United-States,1
33, Private,182556, HS-grad,9, Never-married, Other-service, Not-in-family, Male,0,0,40, United-States,0
29, Private,189346, HS-grad,9, Never-married, Transport-moving, Unmarried, Male,0,0,40, United-States,0
50, Private,201984, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Male,0,0,40, United-States,0
70, Private,221603, Some-college,10, Widowed, Sales, Not-in-family, Female,0,0,34, United-States,0
28, Private,115677, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,1902,40, United-States,1
46, Private,201694, Assoc-acdm,12, Separated, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
19, Private,130431, 5th-6th,3, Never-married, Farming-fishing, Not-in-family, Male,0,0,36, Mexico,0
45, Local-gov,272792, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,50, United-States,1
51, Private,123703, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,4386,0,40, United-States,1
47, Private,188195, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
36, Private,22245, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
40, Local-gov,50442, Some-college,10, Never-married, Adm-clerical, Unmarried, Female,2977,0,35, United-States,0
22, ?,157332, Some-college,10, Never-married, ?, Own-child, Female,0,0,40, United-States,0
21, ?,285830, HS-grad,9, Never-married, ?, Own-child, Female,0,0,20, Laos,0
47, Private,140219, HS-grad,9, Never-married, Adm-clerical, Other-relative, Female,0,0,40, United-States,0
22, Private,289448, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Female,0,2205,30, Philippines,0
57, Private,166107, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, ?,0
53, Self-emp-inc,246562, 5th-6th,3, Married-civ-spouse, Sales, Husband, Male,0,0,40, Mexico,1
37, Private,122493, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,45, United-States,0
45, Private,257609, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
20, Self-emp-not-inc,112137, Some-college,10, Never-married, Prof-specialty, Other-relative, Female,0,0,20, South,0
22, Private,146352, HS-grad,9, Never-married, Sales, Unmarried, Female,0,0,60, United-States,0
47, Private,454989, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Female,0,0,40, United-States,1
39, Private,86643, Some-college,10, Never-married, Craft-repair, Not-in-family, Male,0,0,50, United-States,0
56, Private,136472, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,48, United-States,0
34, Local-gov,174215, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,7688,0,35, United-States,1
18, Private,172076, Some-college,10, Never-married, Other-service, Own-child, Female,0,0,25, United-States,0
58, Private,238438, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,42, United-States,0
49, Self-emp-not-inc,182211, HS-grad,9, Widowed, Farming-fishing, Not-in-family, Male,0,0,55, United-States,0
43, Private,343121, Some-college,10, Divorced, Other-service, Not-in-family, Female,0,0,30, United-States,0
17, Private,172548, 9th,5, Never-married, Sales, Own-child, Male,0,0,8, United-States,0
30, Private,226696, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,40, United-States,1
21, Private,38772, Some-college,10, Never-married, Sales, Own-child, Male,0,0,20, United-States,0
47, Private,91972, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, Female,0,0,35, United-States,1
38, Self-emp-not-inc,349951, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,4508,0,55, United-States,0
42, Self-emp-not-inc,101709, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,2885,0,40, United-States,0
42, Self-emp-not-inc,221172, HS-grad,9, Divorced, Craft-repair, Not-in-family, Male,0,0,40, United-States,0
40, Private,121772, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, ?,1
55, Private,194436, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, Female,0,0,40, United-States,0
38, State-gov,34493, Some-college,10, Divorced, Exec-managerial, Unmarried, Female,0,0,40, United-States,0
62, Private,224953, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
51, Private,279452, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, Male,0,0,70, Mexico,0
48, Private,125120, Some-college,10, Divorced, Adm-clerical, Unmarried, Female,0,0,55, United-States,0
56, Private,47392, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Male,0,0,40, United-States,1
54, Private,162238, Masters,14, Divorced, Exec-managerial, Not-in-family, Male,0,0,50, United-States,1
76, Private,328227, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Male,5556,0,13, United-States,1
47, Private,168211, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,44, United-States,0
58, ?,169329, 9th,5, Married-civ-spouse, ?, Husband, Male,0,0,40, United-States,0
44, Private,153489, HS-grad,9, Never-married, Other-service, Unmarried, Male,0,0,40, United-States,0
52, Self-emp-not-inc,138611, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,7688,0,55, United-States,1
48, ?,289517, Some-college,10, Never-married, ?, Not-in-family, Male,0,0,35, United-States,0
58, ?,129632, HS-grad,9, Never-married, ?, Not-in-family, Female,0,0,4, United-States,0
38, Local-gov,185394, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Female,7688,0,40, United-States,1
25, Self-emp-inc,133373, Bachelors,13, Never-married, Sales, Not-in-family, Male,0,0,80, United-States,0
59, Private,113838, HS-grad,9, Divorced, Other-service, Not-in-family, Female,0,0,40, United-States,0
42, Self-emp-not-inc,64631, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
25, Private,247025, Bachelors,13, Never-married, Sales, Not-in-family, Male,3325,0,48, United-States,0
20, Private,159297, Some-college,10, Never-married, Adm-clerical, Own-child, Female,0,0,15, United-States,0
46, Private,99086, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
38, Private,79619, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,42, United-States,1
47, Private,264052, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,1
40, Private,235743, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, Male,0,0,45, United-States,0
24, State-gov,61737, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,0,40, United-States,0
21, Private,27049, Some-college,10, Never-married, Sales, Own-child, Female,0,0,20, United-States,0
28, Private,31493, Bachelors,13, Never-married, Craft-repair, Own-child, Male,0,0,40, United-States,1
39, Private,129764, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
43, Self-emp-not-inc,247752, Masters,14, Married-civ-spouse, Sales, Husband, Male,0,0,60, United-States,0
40, Private,235786, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Male,0,0,44, United-States,1
24, Private,283613, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,0
57, Self-emp-inc,146103, HS-grad,9, Married-civ-spouse, Sales, Husband, Male,15024,0,30, United-States,1
40, Private,193882, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States,0
39, Private,202662, Some-college,10, Never-married, Sales, Not-in-family, Male,0,0,40, United-States,0
30, Private,256970, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Female,0,0,35, United-States,1
80, Self-emp-not-inc,26865, 7th-8th,4, Never-married, Farming-fishing, Unmarried, Male,0,0,20, United-States,0
47, Local-gov,251588, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
27, Private,87006, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Female,0,1579,40, United-States,0
46, Private,254367, HS-grad,9, Never-married, Transport-moving, Not-in-family, Male,0,1590,48, United-States,0
54, Private,288557, HS-grad,9, Widowed, Sales, Not-in-family, Female,0,0,46, United-States,0
62, Private,588484, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,20, United-States,1
28, Private,34452, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Male,0,0,50, United-States,0
46, Private,142828, HS-grad,9, Married-civ-spouse, Sales, Wife, Female,0,0,40, United-States,1
27, Private,306747, Bachelors,13, Divorced, Handlers-cleaners, Own-child, Male,0,0,40, United-States,0
63, Private,192042, HS-grad,9, Married-civ-spouse, Exec-managerial, Own-child, Female,0,0,40, United-States,0
33, State-gov,150570, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Male,0,0,40, United-States,0
43, Private,184625, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Female,0,0,40, United-States,1
35, Private,186934, Masters,14, Separated, Prof-specialty, Not-in-family, Male,0,0,40, United-States,1
48, State-gov,327886, Doctorate,16, Divorced, Prof-specialty, Own-child, Male,0,0,50, United-States,1
36, Private,118909, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Female,0,0,40, Jamaica,0
45, Private,184070, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Female,0,0,40, United-States,0
26, Private,176146, 5th-6th,3, Separated, Craft-repair, Not-in-family, Male,0,0,35, Mexico,0
44, Self-emp-not-inc,247024, Bachelors,13, Married-civ-spouse, Sales, Husband, Male,0,0,50, United-States,0
63, Private,172433, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Male,0,1887,40, United-States,1
55, Private,327589, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, Female,0,0,40, United-States,0
41, Private,279914, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,45, United-States,1
54, Federal-gov,151135, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Male,0,0,40, United-States,1
34, Self-emp-not-inc,304622, Bachelors,13, Divorced, Prof-specialty, Unmarried, Female,0,0,50, United-States,0
28, Private,436198, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,30, United-States,0
34, Private,123291, 10th,6, Never-married, Handlers-cleaners, Other-relative, Male,0,0,40, United-States,0
25, Private,232991, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, Mexico,0
22, ?,166297, Some-college,10, Never-married, ?, Own-child, Male,0,0,20, United-States,0
22, Private,178452, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Male,0,0,40, United-States,0
32, Private,210541, Bachelors,13, Divorced, Sales, Unmarried, Female,0,0,30, United-States,0
29, Private,120645, Assoc-acdm,12, Married-civ-spouse, Tech-support, Wife, Female,0,0,40, United-States,0
34, Self-emp-not-inc,204375, Prof-school,15, Never-married, Prof-specialty, Not-in-family, Female,0,0,60, United-States,1
19, Private,323054, HS-grad,9, Never-married, Sales, Not-in-family, Male,0,0,30, United-States,0
27, ?,29361, Assoc-acdm,12, Never-married, ?, Not-in-family, Female,0,0,45, United-States,0
41, Private,47902, Some-college,10, Married-civ-spouse, Sales, Husband, Male,0,0,35, United-States,1
40, Private,274158, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Male,0,0,40, United-States,0
70, Self-emp-not-inc,155141, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Male,0,2377,12, United-States,1
28, Local-gov,216965, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, United-States,0
31, Private,359249, Assoc-voc,11, Never-married, Protective-serv, Own-child, Male,0,0,40, United-States,0
55, Local-gov,173090, Masters,14, Widowed, Prof-specialty, Unmarried, Female,0,0,45, United-States,0
42, Self-emp-not-inc,34161, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,40, United-States,1
45, Private,240356, Some-college,10, Divorced, Sales, Not-in-family, Female,0,0,55, United-States,0
24, Private,291407, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Male,0,0,40, United-States,0
44, Private,54611, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, United-States,0
52, Federal-gov,197189, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Male,0,0,44, United-States,1
34, Private,198693, 10th,6, Never-married, Other-service, Not-in-family, Male,0,0,30, United-States,0
37, Private,230035, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Male,0,0,46, United-States,1
37, Private,59313, Some-college,10, Separated, Other-service, Not-in-family, Male,0,0,40, ?,0
32, Private,244147, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Male,0,1876,50, United-States,0
53, Private,290640, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Male,0,0,40, Vietnam,0
19, Private,327397, HS-grad,9, Never-married, Prof-specialty, Own-child, Male,0,0,30, United-States,0
47, Private,82797, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Male,0,0,50, United-States,0
24, Private,128061, HS-grad,9, Never-married, Other-service, Own-child, Female,594,0,15, United-States,0
50, State-gov,322840, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, Male,0,0,40, Poland,1
32, Self-emp-not-inc,33124, Bachelors,13, Never-married, Craft-repair, Not-in-family, Female,0,0,35, United-States,0
38, Self-emp-inc,222532, Prof-school,15, Never-married, Sales, Not-in-family, Female,0,0,45, United-States,0
18, ?,331511, Some-college,10, Never-married, ?, Own-child, Male,0,0,30, United-States,0
21, Private,118712, HS-grad,9, Never-married, Craft-repair, Unmarried, Male,0,0,35, United-States,0
